state,municipality,cve_ent,cve_mun
Michoacán de Ocampo,Tiquicheo de Nicolás Romero,16,092
Michoacán de Ocampo,Tlalpujahua,16,093
Michoacán de Ocampo,Tlazazalca,16,094
Michoacán de Ocampo,Tocumbo,16,095
Michoacán de Ocampo,Tumbiscatío,16,096
Michoacán de Ocampo,Turicato,16,097
Michoacán de Ocampo,Tuxpan,16,098
Michoacán de Ocampo,Tuzantla,16,099
Michoacán de Ocampo,Tzintzuntzan,16,100
Michoacán de Ocampo,Tzitzio,16,101
Michoacán de Ocampo,Uruapan,16,102
Michoacán de Ocampo,Venustiano Carranza,16,103
Michoacán de Ocampo,Villamar,16,104
Michoacán de Ocampo,Vista Hermosa,16,105
Michoacán de Ocampo,Yurécuaro,16,106
Michoacán de Ocampo,Zacapu,16,107
Michoacán de Ocampo,Zamora,16,108
Michoacán de Ocampo,Zináparo,16,109
Michoacán de Ocampo,Zinapécuaro,16,110
Michoacán de Ocampo,Ziracuaretiro,16,111
Michoacán de Ocampo,Zitácuaro,16,112
Michoacán de Ocampo,José Sixto Verduzco,16,113
Morelos,Amacuzac,17,001
Morelos,Atlatlahucan,17,002
Morelos,Axochiapan,17,003
Morelos,Ayala,17,004
Morelos,Coatlán del Río,17,005
Morelos,Cuautla,17,006
Morelos,Cuernavaca,17,007
Morelos,Emiliano Zapata,17,008
Morelos,Huitzilac,17,009
Morelos,Jantetelco,17,010
Morelos,Jiutepec,17,011
Morelos,Jojutla,17,012
Morelos,Jonacatepec de Leandro Valle,17,013
Morelos,Mazatepec,17,014
Morelos,Miacatlán,17,015
Morelos,Ocuituco,17,016
Morelos,Puente de Ixtla,17,017
Morelos,Temixco,17,018
Morelos,Tepalcingo,17,019
Morelos,Tepoztlán,17,020
Morelos,Tetecala,17,021
Morelos,Tetela del Volcán,17,022
Morelos,Tlalnepantla,17,023
Morelos,Tlaltizapán de Zapata,17,024
Morelos,Tlaquiltenango,17,025
Morelos,Tlayacapan,17,026
Morelos,Totolapan,17,027
Morelos,Xochitepec,17,028
Morelos,Yautepec,17,029
Morelos,Yecapixtla,17,030
Morelos,Zacatepec,17,031
Morelos,Zacualpan de Amilpas,17,032
Morelos,Temoac,17,033
Morelos,Coatetelco,17,034
Morelos,Xoxocotla,17,035
Morelos,Hueyapan,17,036
Nayarit,Acaponeta,18,001
Nayarit,Ahuacatlán,18,002
Nayarit,Amatlán de Cañas,18,003
Nayarit,Compostela,18,004
Nayarit,Huajicori,18,005
Nayarit,Ixtlán del Río,18,006
Nayarit,Jala,18,007
Nayarit,Xalisco,18,008
Nayarit,Del Nayar,18,009
Nayarit,Rosamorada,18,010
Nayarit,Ruíz,18,011
Nayarit,San Blas,18,012
Nayarit,San Pedro Lagunillas,18,013
Nayarit,Santa María del Oro,18,014
Nayarit,Santiago Ixcuintla,18,015
Nayarit,Tecuala,18,016
Nayarit,Tepic,18,017
Nayarit,Tuxpan,18,018
Nayarit,La Yesca,18,019
Nayarit,Bahía de Banderas,18,020
Nuevo León,Abasolo,19,001
Nuevo León,Agualeguas,19,002
Nuevo León,Los Aldamas,19,003
Nuevo León,Allende,19,004
Nuevo León,Anáhuac,19,005
Nuevo León,Apodaca,19,006
Nuevo León,Aramberri,19,007
Nuevo León,Bustamante,19,008
Nuevo León,Cadereyta Jiménez,19,009
Nuevo León,El Carmen,19,010
Nuevo León,Cerralvo,19,011
Nuevo León,Ciénega de Flores,19,012
Nuevo León,China,19,013
Nuevo León,Doctor Arroyo,19,014
Nuevo León,Doctor Coss,19,015
Nuevo León,Doctor González,19,016
Nuevo León,Galeana,19,017
Nuevo León,García,19,018
Nuevo León,San Pedro Garza García,19,019
Nuevo León,General Bravo,19,020
Nuevo León,General Escobedo,19,021
Nuevo León,General Terán,19,022
Nuevo León,General Treviño,19,023
Nuevo León,General Zaragoza,19,024
Nuevo León,General Zuazua,19,025
Nuevo León,Guadalupe,19,026
Nuevo León,Los Herreras,19,027
Nuevo León,Higueras,19,028
Nuevo León,Hualahuises,19,029
Nuevo León,Iturbide,19,030
Nuevo León,Juárez,19,031
Nuevo León,Lampazos de Naranjo,19,032
Nuevo León,Linares,19,033
Nuevo León,Marín,19,034
Nuevo León,Melchor Ocampo,19,035
Nuevo León,Mier y Noriega,19,036
Nuevo León,Mina,19,037
Nuevo León,Montemorelos,19,038
Nuevo León,Monterrey,19,039
Nuevo León,Parás,19,040
Nuevo León,Pesquería,19,041
Nuevo León,Los Ramones,19,042
Nuevo León,Rayones,19,043
Nuevo León,Sabinas Hidalgo,19,044
Nuevo León,Salinas Victoria,19,045
Nuevo León,San Nicolás de los Garza,19,046
Nuevo León,Hidalgo,19,047
Nuevo León,Santa Catarina,19,048
Nuevo León,Santiago,19,049
Nuevo León,Vallecillo,19,050
Nuevo León,Villaldama,19,051
Oaxaca,Abejones,20,001
Oaxaca,Acatlán de Pérez Figueroa,20,002
Oaxaca,Asunción Cacalotepec,20,003
Oaxaca,Asunción Cuyotepeji,20,004
Oaxaca,Asunción Ixtaltepec,20,005
Oaxaca,Asunción Nochixtlán,20,006
Oaxaca,Asunción Ocotlán,20,007
Oaxaca,Asunción Tlacolulita,20,008
Oaxaca,Ayotzintepec,20,009
Oaxaca,El Barrio de la Soledad,20,010
Oaxaca,Calihualá,20,011
Oaxaca,Candelaria Loxicha,20,012
Oaxaca,Ciénega de Zimatlán,20,013
Oaxaca,Ciudad Ixtepec,20,014
Oaxaca,Coatecas Altas,20,015
Oaxaca,Coicoyán de las Flores,20,016
Oaxaca,La Compañía,20,017
Oaxaca,Concepción Buenavista,20,018
Oaxaca,Concepción Pápalo,20,019
Oaxaca,Constancia del Rosario,20,020
Oaxaca,Cosolapa,20,021
Oaxaca,Cosoltepec,20,022
Oaxaca,Cuilápam de Guerrero,20,023
Oaxaca,Cuyamecalco Villa de Zaragoza,20,024
Oaxaca,Chahuites,20,025
Oaxaca,Chalcatongo de Hidalgo,20,026
Oaxaca,Chiquihuitlán de Benito Juárez,20,027
Oaxaca,Heroica Ciudad de Ejutla de Crespo,20,028
Oaxaca,Eloxochitlán de Flores Magón,20,029
Oaxaca,El Espinal,20,030
Oaxaca,Tamazulápam del Espíritu Santo,20,031
Oaxaca,Fresnillo de Trujano,20,032
Oaxaca,Guadalupe Etla,20,033
Oaxaca,Guadalupe de Ramírez,20,034
Oaxaca,Guelatao de Juárez,20,035
Oaxaca,Guevea de Humboldt,20,036
Oaxaca,Mesones Hidalgo,20,037
Oaxaca,Villa Hidalgo,20,038
Oaxaca,Heroica Ciudad de Huajuapan de León,20,039
Oaxaca,Huautepec,20,040
Oaxaca,Huautla de Jiménez,20,041
Oaxaca,Ixtlán de Juárez,20,042
Oaxaca,Juchitán de Zaragoza,20,043
Oaxaca,Loma Bonita,20,044
Oaxaca,Magdalena Apasco,20,045
Oaxaca,Magdalena Jaltepec,20,046
Oaxaca,Santa Magdalena Jicotlán,20,047
Oaxaca,Magdalena Mixtepec,20,048
Oaxaca,Magdalena Ocotlán,20,049
Oaxaca,Magdalena Peñasco,20,050
Oaxaca,Magdalena Teitipac,20,051
Oaxaca,Magdalena Tequisistlán,20,052
Oaxaca,Magdalena Tlacotepec,20,053
Oaxaca,Magdalena Zahuatlán,20,054
Oaxaca,Mariscala de Juárez,20,055
Oaxaca,Mártires de Tacubaya,20,056
Oaxaca,Matías Romero Avendaño,20,057
Oaxaca,Mazatlán Villa de Flores,20,058
Oaxaca,Miahuatlán de Porfirio Díaz,20,059
Oaxaca,Mixistlán de la Reforma,20,060
Oaxaca,Monjas,20,061
Oaxaca,Natividad,20,062
Oaxaca,Nazareno Etla,20,063
Oaxaca,Nejapa de Madero,20,064
Oaxaca,Ixpantepec Nieves,20,065
Oaxaca,Santiago Niltepec,20,066
Oaxaca,Oaxaca de Juárez,20,067
Oaxaca,Ocotlán de Morelos,20,068
Oaxaca,La Pe,20,069
Oaxaca,Pinotepa de Don Luis,20,070
Oaxaca,Pluma Hidalgo,20,071
Oaxaca,San José del Progreso,20,072
Oaxaca,Putla Villa de Guerrero,20,073
Oaxaca,Santa Catarina Quioquitani,20,074
Oaxaca,Reforma de Pineda,20,075
Oaxaca,La Reforma,20,076
Oaxaca,Reyes Etla,20,077
Oaxaca,Rojas de Cuauhtémoc,20,078
Oaxaca,Salina Cruz,20,079
Oaxaca,San Agustín Amatengo,20,080
Oaxaca,San Agustín Atenango,20,081
Oaxaca,San Agustín Chayuco,20,082
Oaxaca,San Agustín de las Juntas,20,083
Oaxaca,San Agustín Etla,20,084
Oaxaca,San Agustín Loxicha,20,085
Oaxaca,San Agustín Tlacotepec,20,086
Oaxaca,San Agustín Yatareni,20,087
Oaxaca,San Andrés Cabecera Nueva,20,088
Oaxaca,San Andrés Dinicuiti,20,089
Oaxaca,San Andrés Huaxpaltepec,20,090
Oaxaca,San Andrés Huayápam,20,091
Oaxaca,San Andrés Ixtlahuaca,20,092
Oaxaca,San Andrés Lagunas,20,093
Oaxaca,San Andrés Nuxiño,20,094
Oaxaca,San Andrés Paxtlán,20,095
Oaxaca,San Andrés Sinaxtla,20,096
Oaxaca,San Andrés Solaga,20,097
Oaxaca,San Andrés Teotilálpam,20,098
Oaxaca,San Andrés Tepetlapa,20,099
Oaxaca,San Andrés Yaá,20,100
Oaxaca,San Andrés Zabache,20,101
Oaxaca,San Andrés Zautla,20,102
Oaxaca,San Antonino Castillo Velasco,20,103
Oaxaca,San Antonino el Alto,20,104
Oaxaca,San Antonino Monte Verde,20,105
Oaxaca,San Antonio Acutla,20,106
Oaxaca,San Antonio de la Cal,20,107
Oaxaca,San Antonio Huitepec,20,108
Oaxaca,San Antonio Nanahuatípam,20,109
Oaxaca,San Antonio Sinicahua,20,110
Oaxaca,San Antonio Tepetlapa,20,111
Oaxaca,San Baltazar Chichicápam,20,112
Oaxaca,San Baltazar Loxicha,20,113
Oaxaca,San Baltazar Yatzachi el Bajo,20,114
Oaxaca,San Bartolo Coyotepec,20,115
Oaxaca,San Bartolomé Ayautla,20,116
Oaxaca,San Bartolomé Loxicha,20,117
Oaxaca,San Bartolomé Quialana,20,118
Oaxaca,San Bartolomé Yucuañe,20,119
Oaxaca,San Bartolomé Zoogocho,20,120
Oaxaca,San Bartolo Soyaltepec,20,121
Oaxaca,San Bartolo Yautepec,20,122
Oaxaca,San Bernardo Mixtepec,20,123
Oaxaca,San Blas Atempa,20,124
Oaxaca,San Carlos Yautepec,20,125
Oaxaca,San Cristóbal Amatlán,20,126
Oaxaca,San Cristóbal Amoltepec,20,127
Oaxaca,San Cristóbal Lachirioag,20,128
Oaxaca,San Cristóbal Suchixtlahuaca,20,129
Oaxaca,San Dionisio del Mar,20,130
Oaxaca,San Dionisio Ocotepec,20,131
Oaxaca,San Dionisio Ocotlán,20,132
Oaxaca,San Esteban Atatlahuca,20,133
Oaxaca,San Felipe Jalapa de Díaz,20,134
Oaxaca,San Felipe Tejalápam,20,135
Oaxaca,San Felipe Usila,20,136
Oaxaca,San Francisco Cahuacuá,20,137
Oaxaca,San Francisco Cajonos,20,138
Oaxaca,San Francisco Chapulapa,20,139
Oaxaca,San Francisco Chindúa,20,140
Oaxaca,San Francisco del Mar,20,141
Oaxaca,San Francisco Huehuetlán,20,142
Oaxaca,San Francisco Ixhuatán,20,143
Oaxaca,San Francisco Jaltepetongo,20,144
Oaxaca,San Francisco Lachigoló,20,145
Oaxaca,San Francisco Logueche,20,146
Oaxaca,San Francisco Nuxaño,20,147
Oaxaca,San Francisco Ozolotepec,20,148
Oaxaca,San Francisco Sola,20,149
Oaxaca,San Francisco Telixtlahuaca,20,150
Oaxaca,San Francisco Teopan,20,151
Oaxaca,San Francisco Tlapancingo,20,152
Oaxaca,San Gabriel Mixtepec,20,153
Oaxaca,San Ildefonso Amatlán,20,154
Oaxaca,San Ildefonso Sola,20,155
Oaxaca,San Ildefonso Villa Alta,20,156
Oaxaca,San Jacinto Amilpas,20,157
Oaxaca,San Jacinto Tlacotepec,20,158
Oaxaca,San Jerónimo Coatlán,20,159
Oaxaca,San Jerónimo Silacayoapilla,20,160
Oaxaca,San Jerónimo Sosola,20,161
Oaxaca,San Jerónimo Taviche,20,162
Oaxaca,San Jerónimo Tecóatl,20,163
Oaxaca,San Jorge Nuchita,20,164
Oaxaca,San José Ayuquila,20,165
Oaxaca,San José Chiltepec,20,166
Oaxaca,San José del Peñasco,20,167
Oaxaca,San José Estancia Grande,20,168
Oaxaca,San José Independencia,20,169
Oaxaca,San José Lachiguiri,20,170
Oaxaca,San José Tenango,20,171
Oaxaca,San Juan Achiutla,20,172
Oaxaca,San Juan Atepec,20,173
Oaxaca,Ánimas Trujano,20,174
Oaxaca,San Juan Bautista Atatlahuca,20,175
Oaxaca,San Juan Bautista Coixtlahuaca,20,176
Oaxaca,San Juan Bautista Cuicatlán,20,177
Oaxaca,San Juan Bautista Guelache,20,178
Oaxaca,San Juan Bautista Jayacatlán,20,179
Oaxaca,San Juan Bautista Lo de Soto,20,180
Oaxaca,San Juan Bautista Suchitepec,20,181
Oaxaca,San Juan Bautista Tlacoatzintepec,20,182
Oaxaca,San Juan Bautista Tlachichilco,20,183
Oaxaca,San Juan Bautista Tuxtepec,20,184
Oaxaca,San Juan Cacahuatepec,20,185
Oaxaca,San Juan Cieneguilla,20,186
Oaxaca,San Juan Coatzóspam,20,187
Oaxaca,San Juan Colorado,20,188
Oaxaca,San Juan Comaltepec,20,189
Oaxaca,San Juan Cotzocón,20,190
Oaxaca,San Juan Chicomezúchil,20,191
Oaxaca,San Juan Chilateca,20,192
Oaxaca,San Juan del Estado,20,193
Oaxaca,San Juan del Río,20,194
Oaxaca,San Juan Diuxi,20,195
Oaxaca,San Juan Evangelista Analco,20,196
Oaxaca,San Juan Guelavía,20,197
Oaxaca,San Juan Guichicovi,20,198
Oaxaca,San Juan Ihualtepec,20,199
Oaxaca,San Juan Juquila Mixes,20,200
Oaxaca,San Juan Juquila Vijanos,20,201
Oaxaca,San Juan Lachao,20,202
Oaxaca,San Juan Lachigalla,20,203
Oaxaca,San Juan Lajarcia,20,204
Oaxaca,San Juan Lalana,20,205
Oaxaca,San Juan de los Cués,20,206
Oaxaca,San Juan Mazatlán,20,207
Oaxaca,San Juan Mixtepec,20,208
Oaxaca,San Juan Mixtepec,20,209
Oaxaca,San Juan Ñumí,20,210
Oaxaca,San Juan Ozolotepec,20,211
Oaxaca,San Juan Petlapa,20,212
Oaxaca,San Juan Quiahije,20,213
Oaxaca,San Juan Quiotepec,20,214
Oaxaca,San Juan Sayultepec,20,215
Oaxaca,San Juan Tabaá,20,216
Oaxaca,San Juan Tamazola,20,217
Oaxaca,San Juan Teita,20,218
Oaxaca,San Juan Teitipac,20,219
Oaxaca,San Juan Tepeuxila,20,220
Oaxaca,San Juan Teposcolula,20,221
Oaxaca,San Juan Yaeé,20,222
Oaxaca,San Juan Yatzona,20,223
Oaxaca,San Juan Yucuita,20,224
Oaxaca,San Lorenzo,20,225
Oaxaca,San Lorenzo Albarradas,20,226
Oaxaca,San Lorenzo Cacaotepec,20,227
Oaxaca,San Lorenzo Cuaunecuiltitla,20,228
Oaxaca,San Lorenzo Texmelúcan,20,229
Oaxaca,San Lorenzo Victoria,20,230
Oaxaca,San Lucas Camotlán,20,231
Oaxaca,San Lucas Ojitlán,20,232
Oaxaca,San Lucas Quiaviní,20,233
Oaxaca,San Lucas Zoquiápam,20,234
Oaxaca,San Luis Amatlán,20,235
Oaxaca,San Marcial Ozolotepec,20,236
Oaxaca,San Marcos Arteaga,20,237
Oaxaca,San Martín de los Cansecos,20,238
Oaxaca,San Martín Huamelúlpam,20,239
Oaxaca,San Martín Itunyoso,20,240
Oaxaca,San Martín Lachilá,20,241
Oaxaca,San Martín Peras,20,242
Oaxaca,San Martín Tilcajete,20,243
Oaxaca,San Martín Toxpalan,20,244
Oaxaca,San Martín Zacatepec,20,245
Oaxaca,San Mateo Cajonos,20,246
Oaxaca,Capulálpam de Méndez,20,247
Oaxaca,San Mateo del Mar,20,248
Oaxaca,San Mateo Yoloxochitlán,20,249
Oaxaca,San Mateo Etlatongo,20,250
Oaxaca,San Mateo Nejápam,20,251
Oaxaca,San Mateo Peñasco,20,252
Oaxaca,San Mateo Piñas,20,253
Oaxaca,San Mateo Río Hondo,20,254
Oaxaca,San Mateo Sindihui,20,255
Oaxaca,San Mateo Tlapiltepec,20,256
Oaxaca,San Melchor Betaza,20,257
Oaxaca,San Miguel Achiutla,20,258
Oaxaca,San Miguel Ahuehuetitlán,20,259
Oaxaca,San Miguel Aloápam,20,260
Oaxaca,San Miguel Amatitlán,20,261
Oaxaca,San Miguel Amatlán,20,262
Oaxaca,San Miguel Coatlán,20,263
Oaxaca,San Miguel Chicahua,20,264
Oaxaca,San Miguel Chimalapa,20,265
Oaxaca,San Miguel del Puerto,20,266
Oaxaca,San Miguel del Río,20,267
Oaxaca,San Miguel Ejutla,20,268
Oaxaca,San Miguel el Grande,20,269
Oaxaca,San Miguel Huautla,20,270
Oaxaca,San Miguel Mixtepec,20,271
Oaxaca,San Miguel Panixtlahuaca,20,272
Oaxaca,San Miguel Peras,20,273
Oaxaca,San Miguel Piedras,20,274
Oaxaca,San Miguel Quetzaltepec,20,275
Oaxaca,San Miguel Santa Flor,20,276
Oaxaca,Villa Sola de Vega,20,277
Oaxaca,San Miguel Soyaltepec,20,278
Oaxaca,San Miguel Suchixtepec,20,279
Oaxaca,Villa Talea de Castro,20,280
Oaxaca,San Miguel Tecomatlán,20,281
Oaxaca,San Miguel Tenango,20,282
Oaxaca,San Miguel Tequixtepec,20,283
Oaxaca,San Miguel Tilquiápam,20,284
Oaxaca,San Miguel Tlacamama,20,285
Oaxaca,San Miguel Tlacotepec,20,286
Oaxaca,San Miguel Tulancingo,20,287
Oaxaca,San Miguel Yotao,20,288
Oaxaca,San Nicolás,20,289
Oaxaca,San Nicolás Hidalgo,20,290
Oaxaca,San Pablo Coatlán,20,291
Oaxaca,San Pablo Cuatro Venados,20,292
Oaxaca,San Pablo Etla,20,293
Oaxaca,San Pablo Huitzo,20,294
Oaxaca,San Pablo Huixtepec,20,295
Oaxaca,San Pablo Macuiltianguis,20,296
Oaxaca,San Pablo Tijaltepec,20,297
Oaxaca,San Pablo Villa de Mitla,20,298
Oaxaca,San Pablo Yaganiza,20,299
Oaxaca,San Pedro Amuzgos,20,300
Oaxaca,San Pedro Apóstol,20,301
Oaxaca,San Pedro Atoyac,20,302
Oaxaca,San Pedro Cajonos,20,303
Oaxaca,San Pedro Coxcaltepec Cántaros,20,304
Oaxaca,San Pedro Comitancillo,20,305
Oaxaca,San Pedro el Alto,20,306
Oaxaca,San Pedro Huamelula,20,307
Oaxaca,San Pedro Huilotepec,20,308
Oaxaca,San Pedro Ixcatlán,20,309
Oaxaca,San Pedro Ixtlahuaca,20,310
Oaxaca,San Pedro Jaltepetongo,20,311
Oaxaca,San Pedro Jicayán,20,312
Oaxaca,San Pedro Jocotipac,20,313
Oaxaca,San Pedro Juchatengo,20,314
Oaxaca,San Pedro Mártir,20,315
Oaxaca,San Pedro Mártir Quiechapa,20,316
Oaxaca,San Pedro Mártir Yucuxaco,20,317
Oaxaca,San Pedro Mixtepec,20,318
Oaxaca,San Pedro Mixtepec,20,319
Oaxaca,San Pedro Molinos,20,320
Oaxaca,San Pedro Nopala,20,321
Oaxaca,San Pedro Ocopetatillo,20,322
Oaxaca,San Pedro Ocotepec,20,323
Oaxaca,San Pedro Pochutla,20,324
Oaxaca,San Pedro Quiatoni,20,325
Oaxaca,San Pedro Sochiápam,20,326
Oaxaca,San Pedro Tapanatepec,20,327
Oaxaca,San Pedro Taviche,20,328
Oaxaca,San Pedro Teozacoalco,20,329
Oaxaca,San Pedro Teutila,20,330
Oaxaca,San Pedro Tidaá,20,331
Oaxaca,San Pedro Topiltepec,20,332
Oaxaca,San Pedro Totolápam,20,333
Oaxaca,Villa de Tututepec,20,334
Oaxaca,San Pedro Yaneri,20,335
Oaxaca,San Pedro Yólox,20,336
Oaxaca,San Pedro y San Pablo Ayutla,20,337
Oaxaca,Villa de Etla,20,338
Oaxaca,San Pedro y San Pablo Teposcolula,20,339
Oaxaca,San Pedro y San Pablo Tequixtepec,20,340
Oaxaca,San Pedro Yucunama,20,341
Oaxaca,San Raymundo Jalpan,20,342
Oaxaca,San Sebastián Abasolo,20,343
Oaxaca,San Sebastián Coatlán,20,344
Oaxaca,San Sebastián Ixcapa,20,345
Oaxaca,San Sebastián Nicananduta,20,346
Oaxaca,San Sebastián Río Hondo,20,347
Oaxaca,San Sebastián Tecomaxtlahuaca,20,348
Oaxaca,San Sebastián Teitipac,20,349
Oaxaca,San Sebastián Tutla,20,350
Oaxaca,San Simón Almolongas,20,351
Oaxaca,San Simón Zahuatlán,20,352
Oaxaca,Santa Ana,20,353
Oaxaca,Santa Ana Ateixtlahuaca,20,354
Oaxaca,Santa Ana Cuauhtémoc,20,355
Oaxaca,Santa Ana del Valle,20,356
Oaxaca,Santa Ana Tavela,20,357
Oaxaca,Santa Ana Tlapacoyan,20,358
Oaxaca,Santa Ana Yareni,20,359
Oaxaca,Santa Ana Zegache,20,360
Oaxaca,Santa Catalina Quierí,20,361
Oaxaca,Santa Catarina Cuixtla,20,362
Oaxaca,Santa Catarina Ixtepeji,20,363
Oaxaca,Santa Catarina Juquila,20,364
Oaxaca,Santa Catarina Lachatao,20,365
Oaxaca,Santa Catarina Loxicha,20,366
Oaxaca,Santa Catarina Mechoacán,20,367
Oaxaca,Santa Catarina Minas,20,368
Oaxaca,Santa Catarina Quiané,20,369
Oaxaca,Santa Catarina Tayata,20,370
Oaxaca,Santa Catarina Ticuá,20,371
Oaxaca,Santa Catarina Yosonotú,20,372
Oaxaca,Santa Catarina Zapoquila,20,373
Oaxaca,Santa Cruz Acatepec,20,374
Oaxaca,Santa Cruz Amilpas,20,375
Oaxaca,Santa Cruz de Bravo,20,376
Oaxaca,Santa Cruz Itundujia,20,377
Oaxaca,Santa Cruz Mixtepec,20,378
Oaxaca,Santa Cruz Nundaco,20,379
Oaxaca,Santa Cruz Papalutla,20,380
Oaxaca,Santa Cruz Tacache de Mina,20,381
Oaxaca,Santa Cruz Tacahua,20,382
Oaxaca,Santa Cruz Tayata,20,383
Oaxaca,Santa Cruz Xitla,20,384
Oaxaca,Santa Cruz Xoxocotlán,20,385
Oaxaca,Santa Cruz Zenzontepec,20,386
Oaxaca,Santa Gertrudis,20,387
Oaxaca,Santa Inés del Monte,20,388
Oaxaca,Santa Inés Yatzeche,20,389
Oaxaca,Santa Lucía del Camino,20,390
Oaxaca,Santa Lucía Miahuatlán,20,391
Oaxaca,Santa Lucía Monteverde,20,392
Oaxaca,Santa Lucía Ocotlán,20,393
Oaxaca,Santa María Alotepec,20,394
Oaxaca,Santa María Apazco,20,395
Oaxaca,Santa María la Asunción,20,396
Oaxaca,Heroica Ciudad de Tlaxiaco,20,397
Oaxaca,Ayoquezco de Aldama,20,398
Oaxaca,Santa María Atzompa,20,399
Oaxaca,Santa María Camotlán,20,400
Oaxaca,Santa María Colotepec,20,401
Oaxaca,Santa María Cortijo,20,402
Oaxaca,Santa María Coyotepec,20,403
Oaxaca,Santa María Chachoápam,20,404
Oaxaca,Villa de Chilapa de Díaz,20,405
Oaxaca,Santa María Chilchotla,20,406
Oaxaca,Santa María Chimalapa,20,407
Oaxaca,Santa María del Rosario,20,408
Oaxaca,Santa María del Tule,20,409
Oaxaca,Santa María Ecatepec,20,410
Oaxaca,Santa María Guelacé,20,411
Oaxaca,Santa María Guienagati,20,412
Oaxaca,Santa María Huatulco,20,413
Oaxaca,Santa María Huazolotitlán,20,414
Oaxaca,Santa María Ipalapa,20,415
Oaxaca,Santa María Ixcatlán,20,416
Oaxaca,Santa María Jacatepec,20,417
Oaxaca,Santa María Jalapa del Marqués,20,418
Oaxaca,Santa María Jaltianguis,20,419
Oaxaca,Santa María Lachixío,20,420
Oaxaca,Santa María Mixtequilla,20,421
Oaxaca,Santa María Nativitas,20,422
Oaxaca,Santa María Nduayaco,20,423
Oaxaca,Santa María Ozolotepec,20,424
Oaxaca,Santa María Pápalo,20,425
Oaxaca,Santa María Peñoles,20,426
Oaxaca,Santa María Petapa,20,427
Oaxaca,Santa María Quiegolani,20,428
Oaxaca,Santa María Sola,20,429
Oaxaca,Santa María Tataltepec,20,430
Oaxaca,Santa María Tecomavaca,20,431
Oaxaca,Santa María Temaxcalapa,20,432
Oaxaca,Santa María Temaxcaltepec,20,433
Oaxaca,Santa María Teopoxco,20,434
Oaxaca,Santa María Tepantlali,20,435
Oaxaca,Santa María Texcatitlán,20,436
Oaxaca,Santa María Tlahuitoltepec,20,437
Oaxaca,Santa María Tlalixtac,20,438
Oaxaca,Santa María Tonameca,20,439
Oaxaca,Santa María Totolapilla,20,440
Oaxaca,Santa María Xadani,20,441
Oaxaca,Santa María Yalina,20,442
Oaxaca,Santa María Yavesía,20,443
Oaxaca,Santa María Yolotepec,20,444
Oaxaca,Santa María Yosoyúa,20,445
Oaxaca,Santa María Yucuhiti,20,446
Oaxaca,Santa María Zacatepec,20,447
Oaxaca,Santa María Zaniza,20,448
Oaxaca,Santa María Zoquitlán,20,449
Oaxaca,Santiago Amoltepec,20,450
Oaxaca,Santiago Apoala,20,451
Oaxaca,Santiago Apóstol,20,452
Oaxaca,Santiago Astata,20,453
Oaxaca,Santiago Atitlán,20,454
Oaxaca,Santiago Ayuquililla,20,455
Oaxaca,Santiago Cacaloxtepec,20,456
Oaxaca,Santiago Camotlán,20,457
Oaxaca,Santiago Comaltepec,20,458
Oaxaca,Santiago Chazumba,20,459
Oaxaca,Santiago Choápam,20,460
Oaxaca,Santiago del Río,20,461
Oaxaca,Santiago Huajolotitlán,20,462
Oaxaca,Santiago Huauclilla,20,463
Oaxaca,Santiago Ihuitlán Plumas,20,464
Oaxaca,Santiago Ixcuintepec,20,465
Oaxaca,Santiago Ixtayutla,20,466
Oaxaca,Santiago Jamiltepec,20,467
Oaxaca,Santiago Jocotepec,20,468
Oaxaca,Santiago Juxtlahuaca,20,469
Oaxaca,Santiago Lachiguiri,20,470
Oaxaca,Santiago Lalopa,20,471
Oaxaca,Santiago Laollaga,20,472
Oaxaca,Santiago Laxopa,20,473
Oaxaca,Santiago Llano Grande,20,474
Oaxaca,Santiago Matatlán,20,475
Oaxaca,Santiago Miltepec,20,476
Oaxaca,Santiago Minas,20,477
Oaxaca,Santiago Nacaltepec,20,478
Oaxaca,Santiago Nejapilla,20,479
Oaxaca,Santiago Nundiche,20,480
Oaxaca,Santiago Nuyoó,20,481
Oaxaca,Santiago Pinotepa Nacional,20,482
Oaxaca,Santiago Suchilquitongo,20,483
Oaxaca,Santiago Tamazola,20,484
Oaxaca,Santiago Tapextla,20,485
Oaxaca,Villa Tejúpam de la Unión,20,486
Oaxaca,Santiago Tenango,20,487
Oaxaca,Santiago Tepetlapa,20,488
Oaxaca,Santiago Tetepec,20,489
Oaxaca,Santiago Texcalcingo,20,490
Oaxaca,Santiago Textitlán,20,491
Oaxaca,Santiago Tilantongo,20,492
Oaxaca,Santiago Tillo,20,493
Oaxaca,Santiago Tlazoyaltepec,20,494
Oaxaca,Santiago Xanica,20,495
Oaxaca,Santiago Xiacuí,20,496
Oaxaca,Santiago Yaitepec,20,497
Oaxaca,Santiago Yaveo,20,498
Oaxaca,Santiago Yolomécatl,20,499
Oaxaca,Santiago Yosondúa,20,500
Oaxaca,Santiago Yucuyachi,20,501
Oaxaca,Santiago Zacatepec,20,502
Oaxaca,Santiago Zoochila,20,503
Oaxaca,Nuevo Zoquiápam,20,504
Oaxaca,Santo Domingo Ingenio,20,505
Oaxaca,Santo Domingo Albarradas,20,506
Oaxaca,Santo Domingo Armenta,20,507
Oaxaca,Santo Domingo Chihuitán,20,508
